mal_id,title,large_image_url,episodes,score,year,genre1,genre2,genre3
"8730","Metropolitan Museum","https://cdn.myanimelist.net/images/anime/5/24112l.jpg","1","5.09","","Fantasy","",""
"8731","Akai Boushi","https://cdn.myanimelist.net/images/anime/8/24113l.jpg","1","5.28","","","",""
"8732","Yuuki Hitotsu wo Tomo ni Shite","https://cdn.myanimelist.net/images/anime/2/24115l.jpg","1","4.95","","","",""
"8733","Tousan no Tsukutta Uta","https://cdn.myanimelist.net/images/anime/5/24116l.jpg","1","4.95","","Fantasy","",""
"8751","Kaijuu no Ballad","https://cdn.myanimelist.net/images/anime/9/24186l.jpg","1","4.76","","Comedy","Fantasy",""
"8752","Message Song","https://cdn.myanimelist.net/images/anime/6/24188l.jpg","1","5.41","","","",""
"8753","Ultraman Kids: Haha wo Tazunete 3000-man Kounen","https://cdn.myanimelist.net/images/anime/1353/136492l.jpg","26","6.13","","","",""
"9502","Egao no Hana","https://cdn.myanimelist.net/images/anime/4/26270l.jpg","1","5.69","","","",""
"9509","Yami no Purple Eye","https://cdn.myanimelist.net/images/anime/8/26389l.jpg","1","4.64","","Horror","Mystery","Supernatural"
"9510","Mitsudomoe Zouryouchuu!","https://cdn.myanimelist.net/images/anime/11/71554l.jpg","8","7.65","","Comedy","",""
"9513","Beelzebub","https://cdn.myanimelist.net/images/anime/3/28013l.jpg","60","7.84","","Action","Comedy","Supernatural"
"9518","Ichigo Ichie: Kimi no Kotoba","https://cdn.myanimelist.net/images/anime/13/26390l.jpg","13","","","Comedy","Slice of Life",""
"9520","Zero Tester","https://cdn.myanimelist.net/images/anime/1296/96987l.jpg","38","6.04","","Action","Adventure","Sci-Fi"
"9522","Zero Tester: Chikyuu wo Mamore!","https://cdn.myanimelist.net/images/anime/1005/97256l.jpg","28","5.82","","Action","Adventure","Sci-Fi"
"9533","Pururun! Shizuku-chan Aha","https://cdn.myanimelist.net/images/anime/3/26376l.jpg","51","","","Comedy","",""
