mal_id,title,large_image_url,chapters,score,published_from,year,genre1,genre2,genre3
"931","Shoujo Kakumei Utena: Adolescence Mokushiroku","https://cdn.myanimelist.net/images/manga/5/6641l.jpg","2","7.36","1999-01-01","1999","Drama","Romance",""
"932","Koroshiya 1","https://cdn.myanimelist.net/images/manga/3/174206l.jpg","114","7.64","1998-02-19","1998","Action","Drama","Horror"
"933","Elfen Lied","https://cdn.myanimelist.net/images/manga/2/253951l.jpg","113","7.78","2002-06-06","2002","Action","Drama","Horror"
"934","Dice","https://cdn.myanimelist.net/images/manga/1/276430l.jpg","10","7.25","2002-01-01","2002","Comedy","Romance",""
"935","Dragon Drive","https://cdn.myanimelist.net/images/manga/1/221265l.jpg","57","6.98","2001-08-03","2001","Action","Adventure","Fantasy"
"936","Homunculus","https://cdn.myanimelist.net/images/manga/1/318l.jpg","166","8.34","2003-03-17","2003","Drama","Horror","Mystery"
"937","Ikinari! Full Metal Panic!","https://cdn.myanimelist.net/images/manga/3/126271l.jpg","29","7.25","2001-01-30","2001","Action","Comedy","Drama"
"938","Candy Life","https://cdn.myanimelist.net/images/manga/2/23732l.jpg","6","6.42","1999-01-01","1999","Comedy","Drama","Romance"
"939","Cash Girl","https://cdn.myanimelist.net/images/manga/2/261782l.jpg","","6.81","2000-01-01","2000","Comedy","Romance",""
"940","Shinju no Kusari","https://cdn.myanimelist.net/images/manga/2/144313l.jpg","12","6.83","2002-02-20","2002","Drama","Romance","Sports"
"941","Chaosic Rune","https://cdn.myanimelist.net/images/manga/3/183912l.jpg","71","6.72","2003-07-10","2003","Action","Drama","Supernatural"
"942","Cinderella Boy","https://cdn.myanimelist.net/images/manga/1/17067l.jpg","4","6.53","1996-03-01","1996","Romance","",""
"943","Clover","https://cdn.myanimelist.net/images/manga/2/170881l.jpg","106","7.06","1997-01-16","1997","Comedy","Drama","Romance"
"944","Chuuka Ichiban!","https://cdn.myanimelist.net/images/manga/1/201802l.jpg","36","7.37","1995-09-27","1995","Comedy","Gourmet",""
"945","Sabakareshi Mono","https://cdn.myanimelist.net/images/manga/3/314145l.jpg","5","6.95","2003-10-01","2003","Boys Love","Drama","Erotica"
"946","Saigo no Shouzou","https://cdn.myanimelist.net/images/manga/3/5464l.jpg","5","7.2","2005-06-22","2005","Boys Love","Drama","Romance"
"948","Souten no Koumori","https://cdn.myanimelist.net/images/manga/1/10582l.jpg","1","7.32","2006-01-01","2006","Action","",""
"949","Handsome na Kanojo","https://cdn.myanimelist.net/images/manga/2/193120l.jpg","41","7.21","1988-10-03","1988","Drama","Romance",""
"950","Random Walk","https://cdn.myanimelist.net/images/manga/3/173656l.jpg","16","6.8","2000-06-03","2000","Romance","Slice of Life",""
"951","Taiyou no Ijiwaru","https://cdn.myanimelist.net/images/manga/3/61005l.jpg","4","7.5","2000-01-06","2000","Drama","Slice of Life",""
"952","Blaster Knuckle","https://cdn.myanimelist.net/images/manga/5/30836l.jpg","20","6.78","1992-12-11","1992","Action","Fantasy","Horror"
"953","Belmonde Le VisiteuR","https://cdn.myanimelist.net/images/manga/3/154488l.jpg","21","6.76","2007-07-09","2007","Adventure","Comedy","Fantasy"
"954","Murder Princess","https://cdn.myanimelist.net/images/manga/3/169927l.jpg","11","6.92","2005-09-27","2005","Adventure","Fantasy",""
"955",".hack//AI Buster","https://cdn.myanimelist.net/images/manga/1/126051l.jpg","13","7.9","2002-10-01","2002","Adventure","Fantasy","Mystery"
"956","Ultra Maniac","https://cdn.myanimelist.net/images/manga/2/123917l.jpg","25","7.44","2002-02-01","2002","Comedy","Fantasy","Romance"
"957","Yoki, Koto, Kiku.","https://cdn.myanimelist.net/images/manga/1/151463l.jpg","8","6.59","2004-10-08","2004","Comedy","",""
"958","Goth","https://cdn.myanimelist.net/images/manga/1/173681l.jpg","5","7.14","2002-08-26","2002","Horror","Mystery",""
"959","Blood Alone","https://cdn.myanimelist.net/images/manga/2/172476l.jpg","","7.61","2004-04-21","2004","Drama","Mystery","Romance"
"960","Oyayubihime Infinity","https://cdn.myanimelist.net/images/manga/2/343l.jpg","30","7.39","2004-01-01","2004","Comedy","Romance","Supernatural"
"961","Kara no Teikoku","https://cdn.myanimelist.net/images/manga/2/273381l.jpg","37","","1993-01-01","1993","Adventure","Sci-Fi",""
"962","Tenshi na Konamaiki","https://cdn.myanimelist.net/images/manga/3/172156l.jpg","199","7.34","1999-05-19","1999","Award Winning","Comedy","Romance"
"963","9-banme no Musashi","https://cdn.myanimelist.net/images/manga/3/147771l.jpg","108","7.39","1996-04-15","1996","Action","Adventure","Drama"
"964","Warau Kyuuketsuki","https://cdn.myanimelist.net/images/manga/3/259503l.jpg","19","7.25","1998-01-01","1998","Horror","",""
"965","Alive","https://cdn.myanimelist.net/images/manga/3/268012l.jpg","10","6.57","1999-02-04","1999","Horror","Supernatural",""
"966","Me~teru no Kimochi","https://cdn.myanimelist.net/images/manga/3/260228l.jpg","28","6.35","2006-08-31","2006","Drama","Romance","Ecchi"
"967","Kurozuka","https://cdn.myanimelist.net/images/manga/2/156364l.jpg","40","6.99","2002-07-17","2002","Sci-Fi","Supernatural",""
"968","Japan","https://cdn.myanimelist.net/images/manga/4/252289l.jpg","9","5.87","1992-01-01","1992","Action","Adventure",""
"969","Kannazuki no Miko","https://cdn.myanimelist.net/images/manga/3/101311l.jpg","14","6.78","2004-03-26","2004","Drama","Fantasy","Girls Love"
"970","Hyouryuu Kyoushitsu","https://cdn.myanimelist.net/images/manga/2/196492l.jpg","44","7.39","1972-01-01","1972","Horror","Mystery","Sci-Fi"
"971","Renai Koufukuron","https://cdn.myanimelist.net/images/manga/1/30592l.jpg","","6.94","1999-10-04","1999","Boys Love","Drama","Romance"
"972","Shinobu Kokoro wa","https://cdn.myanimelist.net/images/manga/2/357l.jpg","6","6.74","2005-11-08","2005","Boys Love","Erotica",""
"973","Doujin Work","https://cdn.myanimelist.net/images/manga/2/358l.jpg","76","7.27","2004-10-28","2004","Comedy","Slice of Life",""
"974","Basara","https://cdn.myanimelist.net/images/manga/1/185359l.jpg","112","8.41","1990-08-11","1990","Adventure","Award Winning","Drama"
"975","Ludwig Kakumei","https://cdn.myanimelist.net/images/manga/2/198404l.jpg","16","7.93","1998-11-01","1998","Adventure","Drama","Fantasy"
"976","Vampire Juujikai","https://cdn.myanimelist.net/images/manga/2/145329l.jpg","44","8.01","2003-08-12","2003","Supernatural","",""
"977","Zashiki Onna","https://cdn.myanimelist.net/images/manga/3/176824l.jpg","11","6.27","1993-07-06","1993","Drama","Horror",""
"978","Inu Neko Jump!","https://cdn.myanimelist.net/images/manga/1/302191l.jpg","42","6.94","2000-04-19","2000","Comedy","Romance","Ecchi"
"982","Kurokami","https://cdn.myanimelist.net/images/manga/1/196144l.jpg","159","7.42","2004-12-03","2004","Action","Drama","Supernatural"
"983","Crossroad","https://cdn.myanimelist.net/images/manga/2/170617l.jpg","35","7.52","2002-11-06","2002","Comedy","Drama","Romance"
"984","Cantarella","https://cdn.myanimelist.net/images/manga/3/207233l.jpg","49","7.51","2000-06-16","2000","Drama","Supernatural",""
"985","Hanairo Virgin Soil","https://cdn.myanimelist.net/images/manga/1/30168l.jpg","4","7.03","2005-01-01","2005","Boys Love","Erotica",""
"986","Kohitsuji Hokaku Keikaku!","https://cdn.myanimelist.net/images/manga/2/323322l.jpg","16","7.06","2002-01-01","2002","Boys Love","Erotica",""
"987","Uso to Kiss","https://cdn.myanimelist.net/images/manga/4/319232l.jpg","6","7.43","2005-12-01","2005","Boys Love","Romance","Erotica"
"988","Shijou Saikyou no Deshi Kenichi","https://cdn.myanimelist.net/images/manga/2/169883l.jpg","584","8.08","2002-08-09","2002","Action","Comedy","Drama"
"989","Empty Heart: Itsuwari no Koi Dakara","https://cdn.myanimelist.net/images/manga/4/220605l.jpg","2","7.4","2003-01-01","2003","Boys Love","Romance","Erotica"
"990","Brother","https://cdn.myanimelist.net/images/manga/4/258002l.jpg","10","7.3","2004-04-10","2004","Boys Love","Drama","Erotica"
"991","Gerard & Jacques","https://cdn.myanimelist.net/images/manga/3/271263l.jpg","12","7.5","2002-02-01","2002","Boys Love","Comedy","Drama"
"992","Bokura no Unsei","https://cdn.myanimelist.net/images/manga/2/380l.jpg","6","6.61","2003-01-01","2003","Boys Love","Romance",""
"993","Ichigenme","https://cdn.myanimelist.net/images/manga/1/310869l.jpg","14","7.36","1998-01-01","1998","Boys Love","",""
"994","Ookiku Furikabutte","https://cdn.myanimelist.net/images/manga/2/255072l.jpg","","8.16","2003-09-25","2003","Award Winning","Comedy","Sports"
"995","Yumeyume Kirakiradou","https://cdn.myanimelist.net/images/manga/3/123091l.jpg","4","7.27","2005-07-26","2005","Fantasy","Supernatural",""
"997","Parfait Tic!","https://cdn.myanimelist.net/images/manga/2/191816l.jpg","153","7.53","2000-04-05","2000","Comedy","Romance",""
"998","No Bra","https://cdn.myanimelist.net/images/manga/3/124679l.jpg","32","6.57","2002-01-05","2002","Comedy","Romance","Ecchi"
"1001","Kakugo no Susume","https://cdn.myanimelist.net/images/manga/1/196756l.jpg","100","6.94","1994-02-24","1994","Action","Sci-Fi","Supernatural"
"1004","Nisennenme no Propose","https://cdn.myanimelist.net/images/manga/3/436l.jpg","5","6.51","2004-05-14","2004","Romance","",""
"1005","Sakuragaoka Angels","https://cdn.myanimelist.net/images/manga/3/175886l.jpg","9","6.66","2002-01-01","2002","Comedy","Drama","Romance"
"1006","Mint na Bokura","https://cdn.myanimelist.net/images/manga/1/261033l.jpg","30","7.43","1997-06-01","1997","Comedy","Drama","Romance"
"1007","Shoujo Ningyou","https://cdn.myanimelist.net/images/manga/3/262326l.jpg","4","6.22","1999-01-01","1999","Drama","Romance",""
"1008","Ichigo to Chocolate","https://cdn.myanimelist.net/images/manga/3/387l.jpg","","","1999-01-01","1999","Drama","Romance",""
"1009","Hachimitsu to Clover","https://cdn.myanimelist.net/images/manga/3/184591l.jpg","71","8.25","2000-04-24","2000","Award Winning","Comedy","Drama"
"1010","Vandread","https://cdn.myanimelist.net/images/manga/3/111541l.jpg","14","6.61","2000-01-12","2000","Action","Sci-Fi","Ecchi"
"1011","Dorobou to Keiji","https://cdn.myanimelist.net/images/manga/5/60943l.jpg","7","6.58","1997-01-01","1997","Boys Love","Comedy",""
"1012","Yamato Gensouki","https://cdn.myanimelist.net/images/manga/1/5672l.jpg","17","6.47","1999-02-16","1999","Action","Adventure","Fantasy"
"1013","Touch","https://cdn.myanimelist.net/images/manga/2/272018l.jpg","257","8.31","1981-08-05","1981","Award Winning","Comedy","Drama"
"1014","H2","https://cdn.myanimelist.net/images/manga/1/306875l.jpg","338","8.19","1992-01-01","1992","Comedy","Drama","Romance"
"1015","Miyuki","https://cdn.myanimelist.net/images/manga/1/48687l.jpg","95","7.24","1980-01-01","1980","Award Winning","Comedy","Drama"
"1016","Darker than Black: Kuro no Keiyakusha","https://cdn.myanimelist.net/images/manga/2/31140l.jpg","10","7.01","2007-02-24","2007","Action","Drama","Mystery"
"1017","Bond(z)","https://cdn.myanimelist.net/images/manga/1/6150l.jpg","4","7.57","2003-12-10","2003","Boys Love","Drama","Romance"
"1018","Walkin' Butterfly","https://cdn.myanimelist.net/images/manga/3/5187l.jpg","18","7.02","2003-01-01","2003","Comedy","Romance",""
"1019","P.B.B.: Play Boy Blues","https://cdn.myanimelist.net/images/manga/1/176817l.jpg","27","7.22","2003-01-01","2003","Boys Love","Romance","Erotica"
"1020","Ore no Tenshi wa Mayonaka Akuma","https://cdn.myanimelist.net/images/manga/1/5965l.jpg","8","7.08","2005-02-12","2005","Boys Love","Romance","Erotica"
"1021","The Summit","https://cdn.myanimelist.net/images/manga/4/18344l.jpg","","7.82","2005-01-01","2005","Boys Love","",""
"1022","Eroica yori Ai wo Komete","https://cdn.myanimelist.net/images/manga/1/252517l.jpg","","7.68","1976-12-01","1976","Action","Boys Love","Comedy"
"1023","Koukaku Kidoutai: The Ghost in the Shell","https://cdn.myanimelist.net/images/manga/2/155733l.jpg","11","7.95","1989-03-01","1989","Action","Sci-Fi",""
"1024","Plus Again","https://cdn.myanimelist.net/images/manga/2/154494l.jpg","","","2000-01-01","2000","Action","Comedy","Sci-Fi"
"1025","-6mm no Taboo","https://cdn.myanimelist.net/images/manga/2/11878l.jpg","6","6.31","2006-07-31","2006","Boys Love","Drama","Erotica"
"1026","Koukaku Kidoutai 2: Manmachine Interface","https://cdn.myanimelist.net/images/manga/3/421l.jpg","6","6.65","2001-06-28","2001","Action","Sci-Fi",""
"1027","Nine Puzzle","https://cdn.myanimelist.net/images/manga/4/109281l.jpg","11","7.13","2002-04-02","2002","Drama","Romance",""
"1028","Koukaku Kidoutai 1.5: Human-Error Processer","https://cdn.myanimelist.net/images/manga/1/175989l.jpg","7","7.3","1991-01-01","1991","Action","Sci-Fi",""
"1029","Kirai Kiraimo","https://cdn.myanimelist.net/images/manga/2/37384l.jpg","4","6.59","2001-01-01","2001","Boys Love","Romance","Slice of Life"
"1030","Gun Blaze West","https://cdn.myanimelist.net/images/manga/1/204387l.jpg","28","6.45","2000-12-12","2000","Action","Adventure","Comedy"
"1031","Bokura ga Ita","https://cdn.myanimelist.net/images/manga/2/244302l.jpg","70","7.96","2002-04-13","2002","Award Winning","Drama","Romance"
"1032","Doraemon","https://cdn.myanimelist.net/images/manga/2/298132l.jpg","821","8.43","1969-12-01","1969","Adventure","Award Winning","Comedy"
"1033","Let Dai","https://cdn.myanimelist.net/images/manga/3/261172l.jpg","75","8.11","1995-01-01","1995","Boys Love","Drama",""
"1034","Not So Bad","https://cdn.myanimelist.net/images/manga/5/30127l.jpg","14","6.81","2006-02-16","2006","Boys Love","Drama","Romance"
"1035","Twin Signal","https://cdn.myanimelist.net/images/manga/3/7076l.jpg","","","1992-12-01","1992","Action","Comedy","Sci-Fi"
"1036","Junk: Record of the Last Hero","https://cdn.myanimelist.net/images/manga/3/5654l.jpg","35","6.67","2004-01-01","2004","Action","Drama","Sci-Fi"
"1037","Koukyoushihen Eureka seveN","https://cdn.myanimelist.net/images/manga/3/161332l.jpg","23","7.76","2005-01-26","2005","Action","Adventure","Drama"
"1038","Senjutsu Choukoukaku Orion","https://cdn.myanimelist.net/images/manga/2/260368l.jpg","6","6.89","1990-01-01","1990","Action","Adventure","Comedy"
"1039","Rockin'★Heaven","https://cdn.myanimelist.net/images/manga/3/4992l.jpg","36","7.69","2005-12-01","2005","Drama","Romance",""
"1041","Ichiban!!!","https://cdn.myanimelist.net/images/manga/3/10202l.jpg","14","7.19","2002-01-01","2002","Comedy","Romance",""
"1042","Zero Count","https://cdn.myanimelist.net/images/manga/1/270454l.jpg","12","7.09","2003-01-01","2003","Comedy","Romance",""
"1043","Ourou","https://cdn.myanimelist.net/images/manga/1/146113l.jpg","3","6.55","1989-03-25","1989","Action","Sci-Fi",""
"1044","Jigoku Sensei Nube","https://cdn.myanimelist.net/images/manga/1/601l.jpg","279","7.49","1993-08-24","1993","Comedy","Supernatural",""
"1045","Saint Seiya","https://cdn.myanimelist.net/images/manga/4/252107l.jpg","110","7.52","1985-12-03","1985","Action","Adventure",""
"1046","Saint Seiya Episode G","https://cdn.myanimelist.net/images/manga/3/163118l.jpg","87","7.29","2002-12-19","2002","Action","Adventure",""
"1047","Saint Seiya: The Lost Canvas - Meiou Shinwa","https://cdn.myanimelist.net/images/manga/5/163126l.jpg","223","8.27","2006-09-21","2006","Action","Adventure",""
"1048","Kyou kara Ma no Tsuku Jiyuugyou!","https://cdn.myanimelist.net/images/manga/2/167622l.jpg","133","7.61","2005-04-23","2005","Action","Adventure","Boys Love"
"1049","Dolls","https://cdn.myanimelist.net/images/manga/2/15537l.jpg","90","7.63","2005-02-28","2005","Action","Drama","Mystery"
"1050","Minekura Kazuya Tanpenshuu - Hachi no Su","https://cdn.myanimelist.net/images/manga/2/42320l.jpg","13","7.14","2003-01-01","2003","Action","",""
"1051","Kiniro no Corda","https://cdn.myanimelist.net/images/manga/2/270956l.jpg","75","7.79","2004-03-05","2004","Comedy","Drama","Romance"
"1052","Marionette Generation","https://cdn.myanimelist.net/images/manga/1/252972l.jpg","","","1989-07-01","1989","Romance","",""
"1053","Star Ocean: The Second Story","https://cdn.myanimelist.net/images/manga/1/268073l.jpg","","7.23","1998-10-12","1998","Action","Adventure",""
"1054","Star Ocean: Blue Sphere","https://cdn.myanimelist.net/images/manga/5/812l.jpg","","","2002-02-01","2002","Action","Adventure",""
"1055","Star Ocean: Till the End of Time","https://cdn.myanimelist.net/images/manga/5/4755l.jpg","35","7.12","2003-05-12","2003","Action","Adventure",""
"1056","Star Ocean: The Far Side of Time","https://cdn.myanimelist.net/images/manga/3/10530l.jpg","7","","","","Action","Adventure",""
"1057","Batman: Child of Dreams","https://cdn.myanimelist.net/images/manga/1/23510l.jpg","10","6.83","2000-11-01","2000","Action","Adventure",""
"1059","Neji","https://cdn.myanimelist.net/images/manga/2/270460l.jpg","3","6.92","1992-01-01","1992","Sci-Fi","",""
"1060","Sweet Blood","https://cdn.myanimelist.net/images/manga/1/633l.jpg","8","6.7","1999-01-01","1999","Mystery","Romance","Supernatural"
"1061","Meitantei Conan","https://cdn.myanimelist.net/images/manga/1/97267l.jpg","","8.28","1994-01-05","1994","Adventure","Award Winning","Comedy"
"1062","Cobra","https://cdn.myanimelist.net/images/manga/2/256000l.jpg","30","7.42","1978-10-24","1978","Action","Adventure","Sci-Fi"
"1063","Kurozakuro","https://cdn.myanimelist.net/images/manga/3/15634l.jpg","67","7.13","2004-07-28","2004","Action","Adventure","Supernatural"
"1065","Tokyo Boys & Girls","https://cdn.myanimelist.net/images/manga/5/997l.jpg","18","6.76","2005-07-05","2005","Romance","",""
"1066","Densha Otoko: Demo, Ore Tabidatsu yo","https://cdn.myanimelist.net/images/manga/2/5240l.jpg","13","7.6","2005-01-19","2005","Comedy","Romance",""
"1067","Cesare: Hakai no Souzousha","https://cdn.myanimelist.net/images/manga/2/207459l.jpg","106","7.96","2005-03-24","2005","","",""
"1068","Peter Pan♠Syndrome","https://cdn.myanimelist.net/images/manga/3/175964l.jpg","10","7.6","2004-12-28","2004","Fantasy","Romance","Supernatural"
"1069","Mai-Otome","https://cdn.myanimelist.net/images/manga/5/260849l.jpg","44","7.21","2005-08-01","2005","Fantasy","Girls Love","Romance"
"1071","Made in Heaven","https://cdn.myanimelist.net/images/manga/2/174834l.jpg","24","7.17","2006-03-01","2006","Drama","Mystery","Romance"
"1072","Kaze Hikaru","https://cdn.myanimelist.net/images/manga/2/251088l.jpg","246","7.84","1997-01-01","1997","Action","Award Winning","Romance"
"1073","Motto☆Kokoro ni Hoshi no Kagayaki wo","https://cdn.myanimelist.net/images/manga/1/659l.jpg","","7.05","2002-01-01","2002","Romance","",""
"1075","7 Seeds","https://cdn.myanimelist.net/images/manga/3/196607l.jpg","178","8.21","2001-10-13","2001","Action","Adventure","Award Winning"
"1076","Vagrant Soldier Ares","https://cdn.myanimelist.net/images/manga/2/129069l.jpg","207","8.12","2001-01-01","2001","Action","Adventure","Drama"
"1077","BxB Brothers","https://cdn.myanimelist.net/images/manga/3/662l.jpg","70","7.37","2001-01-01","2001","Comedy","Drama","Romance"
"1078","Honey 2 Skip","https://cdn.myanimelist.net/images/manga/2/4994l.jpg","10","6.63","1998-01-01","1998","Comedy","",""
"1079","Goong","https://cdn.myanimelist.net/images/manga/1/23572l.jpg","179","7.78","2002-12-02","2002","Comedy","Drama","Romance"
"1080","Blood: The Last Vampire (2002)","https://cdn.myanimelist.net/images/manga/3/12321l.jpg","6","6.42","2001-04-01","2001","Horror","",""
"1081","Slayers: Knight of the Aqualord","https://cdn.myanimelist.net/images/manga/1/21316l.jpg","31","7.29","2003-04-01","2003","Adventure","",""
"1082","Karasuma Kyouko no Jikenbo","https://cdn.myanimelist.net/images/manga/1/168516l.jpg","86","7.26","2002-10-01","2002","Action","Mystery","Sci-Fi"
