mal_id,title,large_image_url,episodes,score,year,genre1,genre2,genre3
"85","Kidou Senshi Zeta Gundam","https://cdn.myanimelist.net/images/anime/6/11153l.jpg","50","7.89","1985","Action","Drama","Romance"
"86","Kidou Senshi Gundam ZZ","https://cdn.myanimelist.net/images/anime/1964/149469l.jpg","47","6.66","1986","Action","Comedy","Drama"
"89","Kidou Senshi Victory Gundam","https://cdn.myanimelist.net/images/anime/1913/102693l.jpg","51","6.71","1993","Action","Drama","Sci-Fi"
"90","Shin Kidou Senki Gundam Wing","https://cdn.myanimelist.net/images/anime/9/85497l.jpg","49","7.67","1995","Action","Drama","Sci-Fi"
"92","Kidou Shinseiki Gundam X","https://cdn.myanimelist.net/images/anime/10/16054l.jpg","39","7.33","1996","Action","Adventure","Drama"
"93","Kidou Senshi Gundam SEED","https://cdn.myanimelist.net/images/anime/1792/91081l.jpg","50","7.74","2002","Action","Award Winning","Drama"
"94","Kidou Senshi Gundam SEED Destiny","https://cdn.myanimelist.net/images/anime/1700/91080l.jpg","50","7.17","2004","Action","Drama","Romance"
"95","Turn A Gundam","https://cdn.myanimelist.net/images/anime/4/78330l.jpg","50","7.78","1999","Action","Adventure","Award Winning"
"96","Kidou Butouden G Gundam","https://cdn.myanimelist.net/images/anime/1187/133654l.jpg","49","7.58","1994","Action","Drama","Romance"
"97","Last Exile","https://cdn.myanimelist.net/images/anime/7/10888l.jpg","26","7.78","2003","Action","Adventure","Sci-Fi"
"98","Mai-HiME","https://cdn.myanimelist.net/images/anime/13/7226l.jpg","26","7.4","2004","Action","Fantasy","Girls Love"
"99","Mai-Otome","https://cdn.myanimelist.net/images/anime/2/46897l.jpg","26","7.27","2005","Comedy","Drama","Fantasy"
"100","Shin Shirayuki-hime Densetsu Prétear","https://cdn.myanimelist.net/images/anime/9/11709l.jpg","13","7.15","2001","Drama","Romance",""
